recipe_code_org,recipe_code,recipe_name_org,recipe_name,primarysource
342,BFP360,HOT CHERRY SAUCE,Hot cherry sauce,bfp_manual
343,BFP361,GRAPE AND ORANGE WHIP,Grape and orange whip,bfp_manual
344,BFP362,HONEY BANANA CREAM,Honey banana cream,bfp_manual
345,BFP363,RASPBERRY BAVARIAN CREAM,Raspberry bavarian cream,bfp_manual
346,BFP364,FRUIT DELIGHT,Fruit delight,bfp_manual
347,BFP365,CREAMY CHOCOLATE MOUSSE,Creamy chocolate mousse,bfp_manual
348,BFP366,COLD LEMON SOUFFLE,Cold lemon souffle,bfp_manual
349,BFP367,COLD ORANGE SOUFFLE,Cold orange souffle,bfp_manual
350,BFP368,COLD PINEAPPLE SOUFFLE,Cold pineapple souffle,bfp_manual
351,BFP369,COLD VANILLA SOUFFLE,Cold vanilla souffle,bfp_manual
352,BFP370,COLD CHOCOLATE SOUFFLE,Cold chocolate souffle,bfp_manual
353,BFP371,STEWED FRUIT,Stewed fruit (with pear),bfp_manual
354,BFP372,APRICOT FOOL,Apricot fool,bfp_manual
355,BFP373,PAVLOVA,Pavlova,bfp_manual
361,BFP379,APPLE CRUMB PUDDING,Apple crumb pudding,bfp_manual
362,BFP380,STEAMED CAKE WITH CHOCOLATE SAUCE,Steamed cake with chocolate sauce,bfp_manual
364,BFP382,HOT LEMON SOUFFLE,Hot lemon souffle,bfp_manual
368,BFP386,GULAB JAMUN WITH MILK POWDER,Gulab jamun with milk powder,bfp_manual
370,BFP388,CHUM CHUM,Chum chum,bfp_manual
371,BFP389,DIL BAHAR,Dil bahar,bfp_manual
371,BFP390,RASBHARIS,Rasbhari,bfp_manual
371,BFP391,RAJBOGHS,Rajbogh,bfp_manual
372,BFP392,RASGULLAS,Rasgulla,bfp_manual
373,BFP393,RASMALAI,Rasmalai,bfp_manual
376,BFP396,KHOA COCONUT BURFI,Khoa coconut burfi,bfp_manual
377,BFP397,DANEDAR BURFI,Danedar burfi,bfp_manual
381,BFP401,SEMOLINA BURFI,Semolina burfi (Suji/Rava burfi),bfp_manual
383,BFP403,PUMPKIN COCONUT BURFI,Pumpkin coconut burfi (Kaddu aur nariyal ki burfi),bfp_manual
384,BFP404,KHOA LADDOO,Khoa ladoo,bfp_manual
386,BFP406,ATTA BESAN LADDOO,Wheat and gram flour ladoo (Atta besan ladoo),bfp_manual
387,BFP407,SUJI LADDOO WITH NUTS,Semolina ladoo with nuts (Suji/Rava ladoo with nuts),bfp_manual
392,BFP412,TIL AND CHANNA CHIKKI,Sesame chickpeas brittle (Til aur channe ki chikki),bfp_manual
393,BFP413,MURMURA CHIKKI,Murmura chikki,bfp_manual
395,BFP415,MASALA ONION PAKORAS,Masala onion pakora/pakoda (Pyaaz ke pakode),bfp_manual
395,BFP416,MASALA GREEN CHILLI PAKORAS,Masala green chilli pakora/pakoda (Hari mirch kay pakode),bfp_manual
399,BFP420,CHICKEN PAKORAS,Chicken pakora/pakoda,bfp_manual
400,BFP421,FISH PAKORAS,Fish pakora/pakoda,bfp_manual
403,BFP424,PANEER CUTLET,Paneer cutlet,bfp_manual
404,BFP425,SAGO CUTLET/VADAS,Sago cutlet/vadas (Sabudana cutlet/vadas),bfp_manual
406,BFP427,POUSHTIK CUTLET,Poshtik cutlet,bfp_manual
407,BFP428,EGG CUTLET,Egg cutlet (Anda cutlet),bfp_manual
409,BFP430,MINCED MEAT CUTLET,Minced meat cutlet,bfp_manual
410,BFP431,VEGETABLE SAMOSAS,Vegetable samosa,bfp_manual
415,BFP436,PLAIN URAD DAL VADA,Plain urad dal vada (Uzunne vada/Minapa garelu/Ulundu vadai/Medu vada),bfp_manual
416,BFP437,MASALA URAD DAL VADA,Masala urad dal vada,bfp_manual
418,BFP439,KHAMAN (DHOKLA),Khaman (dhokla),bfp_manual
419,BFP440,INSTANT DHOKLA,Instant dhokla,bfp_manual
421,BFP442,TOMATO GINGER CHUTNEY,Tomato ginger chutney (Tamatar adarak ki chutney),bfp_manual
422,BFP443,MINT TOMATO CHUTNEY,Mint tomato chutney (Pudinay aur tamatar ki chutney),bfp_manual
422,BFP444,CORIANDER TOMATO CHUTNEY,Coriander chutney (Hare dhaniye ki chutney),bfp_manual
423,BFP445,AMLA CHUTNEY,Gooseberry chutney (Amla chutney),bfp_manual
424,BFP446,WALNUT CHUTNEY,Walnut chutney (Akhrot ki chutney),bfp_manual
425,BFP447,SONTH CHUTNEY,Saunth/Sonth chutney with ginger,bfp_manual
426,BFP448,GUN POWDER CHUTNEY,Gun powder chutney,bfp_manual
428,BFP450,DESSICATED COCONUT CHUTNEY,Dessicated coconut chutney (Sookhe kase nariyal ki chutney) ,bfp_manual
429,BFP451,CURD MINT DIP,Curd mint dip ,bfp_manual
430,BFP452,CURD VEGETABLE DIP,Curd vegetable dip,bfp_manual
431,BFP453,MAYONNAISE VEGETABLE DIP,Mayonnaise vegetable dip,bfp_manual
433,BFP455,TOMATO AND CUCUMBER SANDWICHES,Tomato and cucumber sandwich (Tamatar aur kheere ka sandwich),bfp_manual
434,BFP456,TOMATO GRILLED SANDWICHES,Tomato sandwich (grilled),bfp_manual
435,BFP457,FRENCH TOASTED SANDWICHES,French sandwich (toasted),bfp_manual
436,BFP458,PEANUT BUTTER CUCUMBER SANDWICHES,Peanut butter cucumber sandwich,bfp_manual
437,BFP459,MINT AND PEANUT SANDWICHES,Mint and peanut sandwich,bfp_manual
438,BFP460,SPICY CHUTNEY SANDWICH,Spicy chutney sandwich,bfp_manual
439,BFP461,CHICKEN WALNUT SANDWICHES,Chicken walnut sandwich (Chicken aur akhrot ke sandwich),bfp_manual
441,BFP463,ROLLED SANDWICHES,Rolled sandwich,bfp_manual
444,BFP466,RIBBON SANDWICH,Ribbon sandwich,bfp_manual
445,BFP467,CHECKER BOARD SANDWICH,Checker board sandwich,bfp_manual
446,BFP468,SUBMARINE SANDWICHES,Submarine sandwich,bfp_manual
448,BFP470,CHEESE OPEN SANDWICHES,Cheese open sandwich,bfp_manual
449,BFP471,SUNSET AND SUNRISE OPEN SANDWICHES,Sunset and sunrise open sandwich,bfp_manual
450,BFP472,DANISH LUNCHEON SANDWICHES,Danish luncheon sandwich,bfp_manual
451,BFP473,CHICKEN AND CORN OPEN SANDWICHES,Chicken and corn open sandwich,bfp_manual
454,BFP476,CHOCOLATE SPONGE,Chocolate sponge cake,bfp_manual
456,BFP478,CHOCOLATE SWISS ROLL,Chocolate swiss roll,bfp_manual
457,BFP479,LEMON CURD FILLING,Lemon curd filling,bfp_manual
458,BFP480,JAM FILLING,Jam filling,bfp_manual
460,BFP482,CHOCOLATE PASTRY,Chocolate pastry,bfp_manual
461,BFP483,ASSORTED PASTRY,Assorted pastry,bfp_manual
462,BFP484,ORANGE GATEAU,Orange gateau,bfp_manual
463,BFP485,BLACK FOREST GATEAU,Black forest gateau,bfp_manual
466,BFP489,LEMON CAKE,Lemon cake,bfp_manual
468,BFP491,DUNDEE CAKE,Dundee cake,bfp_manual
469,BFP492,VICTORIAN SANDWICH CAKE,Victorian sandwich cake,bfp_manual
472,BFP495,CHOCOLATE EGGLESS CAKE,Chocolate eggless cake,bfp_manual
473,BFP496,ORANGE EGGLESS CAKE,Orange eggless cake,bfp_manual
475,BFP498,CHOCOLATE GLACE ICING,Chocolate glace icing,bfp_manual
476,BFP499,BUTTER ICING,Butter icing,bfp_manual
477,BFP500,CHOCOLATE BUTTER ICING,Chocolate butter icing,bfp_manual
479,BFP502,ALMOND BISCCUIT,Almond biscuit (Badam ke biscuit),bfp_manual
482,BFP505,ORANGE BISCUITS,Orange biscuit,bfp_manual
483,BFP506,GINGERMAN BISCUIT,Gingerman biscuit,bfp_manual
484,BFP507,COFFEE DROPS,Coffee drops,bfp_manual
485,BFP508,CHRISTMAS BISCUITS,Christmas biscuit,bfp_manual
486,BFP509,CHRISTMAS WREATH BISCUIT,Christmas wreath biscuit,bfp_manual
487,BFP510,CHRISTMAS BELL BISCUITS,Christmas bell biscuit,bfp_manual
488,BFP511,CHRISTMAS STAR BISCUIT,Christmas star biscuit,bfp_manual
489,BFP512,CHRISTMAS TREE BISCUIT,Christmas tree biscuit,bfp_manual
490,BFP513,CHOCOLATE CREAM SHELLS,Chocolate cream shells,bfp_manual
493,BFP516,JELLY BISCUIT,Jelly biscuit,bfp_manual
494,BFP517,CHERRY AND WALNUT COOKIES,Cherry and walnut cookies,bfp_manual
495,BFP518,CHEESE STRAWS,Cheese straws,bfp_manual
496,BFP519,BUTTERFLY BISCUITS,Butterfly biscuit,bfp_manual
498,BFP521,FLAN PASTRY,Flan pastry,bfp_manual
499,BFP522,FRUIT FLAN,Fruit flan,bfp_manual
500,BFP523,ORANGE CREAM FLAN,Orange cream flan,bfp_manual
504,BFP527,FRUIT PUREE TARTS,Fruit puree tart,bfp_manual
506,BFP529,APPLE BANANA PIE,Apple banana pie,bfp_manual
508,BFP531,LEMON CHIFFON PIE,Lemon chiffon pie,bfp_manual
509,BFP532,ORANGE CHIFFON PIE,Orange chiffon pie,bfp_manual
511,BFP534,CREAM BUNS,Cream buns,bfp_manual
512,BFP535,SAVOURY PUFFS,Savoury puffs,bfp_manual
513,BFP536,CHOUX SWANS,Choux swans,bfp_manual
516,BFP539,POTATO AIGRETTES,Potato aigrettes,bfp_manual
518,BFP541,CREAM HORNS,Cream horns,bfp_manual
519,BFP542,SAVOURY CHEESE HORNS,Savoury cheese horns,bfp_manual
521,BFP544,PANEER PATTIES,Paneer patties,bfp_manual
522,BFP545,VEGETABLE PATTIES,Vegetable patties ,bfp_manual
523,BFP546,BAJRA INFANT FOOD,Pearl millet infant food (Bajra shishu aahaar),bfp_manual
524,BFP547,SAJINA,Sajina,bfp_manual
525,BFP548,CEREAL MIX,Cereal mix ,bfp_manual
526,BFP549,PULSE MIX,Pulse mix,bfp_manual
527,BFP550,SHISHU AHAR,Shishu ahar,bfp_manual
529,BFP552,CEREAL PULSE MIX WITH AMYLASE RICE FLOUR,Cereal pulse mix with amylase rice flour,bfp_manual
530,BFP553,BANANA GROUNDNUT FOOD,Banana groundnut paste/puree,bfp_manual
531,BFP554,RICE DAL PORRIDGE,Rice dal porridge (Chawal dal ki khichdi/khichri),bfp_manual
532,BFP555,DAL SUJI PORRIDGE,Lentils and semolina porridge (Dal suji porridge/daliya),bfp_manual
533,BFP556,SPINACH KHICHRI,Spinach khichri (Palak khichri/khichdi),bfp_manual
534,BFP557,VEGETABLE MIX,Vegetable mix,bfp_manual
535,BFP558,DAL WHEAT PORRIDGE,Lentils and wheat porridge (Dal wheat porridge/daliya ),bfp_manual
536,BFP559,MAIZE PORRIDGE,Maize porridge,bfp_manual
537,BFP560,SPINACH PEANUT BURFI,Spinach peanut burfi (Palak aur mungfali ki burfi),bfp_manual
538,BFP561,CHANNA DAL BURFI,Split bengal gram burfi/fudge (Channa dal burfi),bfp_manual
540,BFP563,SWEET BESAN ROUNDS,Chickpea flour cookies (Sweet besan rounds/cookies),bfp_manual
541,BFP564,BAJRA MATHRI,Pearl millet mathri (Bajra mathri),bfp_manual
542,BFP565,TIL BISCUITS,Sesame biscuit (Til ke biscuit),bfp_manual
543,BFP566,FERMENTED BENGAL GRAM VADA,Fermented bengal gram vada (Khameerikrit/Ufna hua channa dal ka vada),bfp_manual
545,BFP568,POSHTIK NAMAK PARAS,Poshtik namak paras,bfp_manual
546,BFP569,SOYA CHIKKI,Soya chikki,bfp_manual
547,BFP570,BESAN BAHTHUA CHEELA,Besan bathua chilla/cheela,bfp_manual
548,BFP571,ATTA NUTS LADOOS,Wheat flour and nuts ladoos (Atta nuts ladoos),bfp_manual
550,BFP573,BESAN SUJI DHOKLA,Gram flour and semolina dhokla (Besan suji dhokla),bfp_manual
551,BFP574,ATTA DAL BURFI,Atta dal burfi ,bfp_manual
552,BFP575,SOYA ROTI,Soya roti,bfp_manual
553,BFP576,POSHTIK KHICHRI,Poshtik khichdi/khichri,bfp_manual
554,BFP577,NAMKEEN DALIYA,Namkeen daliya,bfp_manual
555,BFP578,SPROUTS UPMA,Sprouts upma ,bfp_manual
556,BFP579,SUJI IDLI,Semolina idli (Suji/Rava idli),bfp_manual
557,BFP580,PAUSHTIK CHEELA,Poshtik chilla/cheela,bfp_manual
560,BFP583,APPLE JELLY,Apple jelly (Seb ki jelly),bfp_manual
561,BFP585,MARMALADES,Marmalade (Murabba),bfp_manual
565,BFP589,PLUM SQUASH,Plum squash (Aloo bukhara squash),bfp_manual
571,BFP595,LEMON GREEN CHILLI PICKLE,Lemon green chilli pickle (Nimboo aur hari mirch ka achaar),bfp_manual
573,BFP597,BRINJAL PICKLE,Brinjal pickle (Baingan ka achaar),bfp_manual
574,BFP598,SWEET AND SOUR TOMATO PICKLE,Sweet and sour tomato pickle (Khatta meetha tamatar ka achaar),bfp_manual
575,BFP599,JHATPAT ACHAR,Jhatpat achar with carrot (Jhatpat achaar gajar ke saath),bfp_manual
577,BFP601,TOMATO CHUTNEY,Tomato chutney (Tamatar ki chutney),bfp_manual
578,BFP602,TOMATO KETCHUP,Tomato ketchup,bfp_manual
255,BFP604,STUFFED KARELA (DRY),Stuffed bittergourd (dry) (Bharwa karela),bfp_manual
24,BFP605,Cauliflower/ potato canjee,Cauliflower potato canjee,bfp_manual
272,BFP606,CREAMED SPINACH,Creamed spinach,bfp_manual
10,BFP607,(Mango) MILKSHAKE WITH ICE CREAM,Mango milkshake with ice cream (Aam milkshake ice cream ke saath),bfp_manual
10,BFP608,(Pineapple) MILKSHAKE WITH ICE CREAM,Pineapple milkshake with ice cream (Ananas milkshake ice cream ke saath),bfp_manual
10,BFP609,(Orange) MILKSHAKE WITH ICE CREAM,Orange milkshake with ice cream (Narangi milkshake ice cream ke saath),bfp_manual
Mona001,OSR001,Wood apple juice,Woodapple juice (Bel ka sharbat),open_source_recipes
Mona002,OSR002,Sattu drink,Sattu drink,open_source_recipes
Mona004,OSR004,Apple and Honey Sorbet,Apple and honey sorbet (Seb aur shehad ka sharbat),open_source_recipes
Mona005,OSR005,Thandai,Thandai,open_source_recipes
Mona006,OSR006,Cucumber sharbat,Cucumber sharbat (Kheere ka sharbat),open_source_recipes
Mona007,OSR007,Apple oats chia seed smoothie,Apple oats chia seed smoothie,open_source_recipes
Mona008,OSR008,Nannari sharbat,Nannari sharbat,open_source_recipes
Mona009,OSR009,Thari kanji,Semolina milk drink (Thari kanji),open_source_recipes
Mona061,OSR010,Kesariya doodh/ saffron milk,Saffron milk (Kesariya doodh),open_source_recipes
Mona010,OSR011,Chak-hao Kheer (black rice kheer),Black rice kheer (Chak-hao kheer),open_source_recipes
Mona011,OSR012,Coconut kheer,Coconut kheer (Nariyal ki kheer),open_source_recipes
Mona012,OSR013,Apple sago payasam,Apple sago payasam (Seb aur sabudana ki kheer),open_source_recipes
Mona013,OSR014,Kesari bath,Kesari bath,open_source_recipes
Mona014,OSR015,Putharekulu,Putharekulu,open_source_recipes
Mona015,OSR016,Mango malpua,Mango malpua,open_source_recipes
Mona016,OSR017,Mango vanilla custard,Mango vanilla custard,open_source_recipes
Mona017,OSR018,Kiwi granola pudding,Kiwi granola pudding,open_source_recipes
Mona018,OSR019,Oats burfi,Oats burfi,open_source_recipes
Mona019,OSR020,Lotus seed halwa (kamal gatta),Lotus seed halwa (Kamal gattay ka halwa),open_source_recipes
Mona020,OSR021,Amaranth ladoo,Amaranth ladoo (Rajgira ladoo),open_source_recipes
Mona021,OSR022,Chhena poda,Chhena poda,open_source_recipes
Mona022,OSR023,Sweet couscous dessert,Sweet couscous dessert,open_source_recipes
Mona023,OSR024,Shrikhand,Sweetened yogurt (Shrikhand),open_source_recipes
Mona024,OSR025,Rabri,Thickened sweetened milk (Rabri),open_source_recipes
Mona025,OSR026,Besan halwa,Gram flour halwa (Besan halwa),open_source_recipes
Mona026,OSR027,Prawn sandwich,Prawn sandwich,open_source_recipes
Mona027,OSR028,Watercress sandwich,Watercress sandwich,open_source_recipes
Mona028,OSR029,Fish sandwich,Fish sandwich ,open_source_recipes
Mona029,OSR030,Kidney bean sandwich with cottage cheese,Kidney bean sandwich with cottage cheese,open_source_recipes
Mona030,OSR031,Ragi biscuits,Finger millet biscuit (Ragi biscuit),open_source_recipes
Mona031,OSR032,Buttermilk biscuits,Buttermilk biscuit,open_source_recipes
Mona032,OSR033,Lemon cookies,Lemon cookies,open_source_recipes
Mona033,OSR034,Sweet potato biscuits,Sweet potato biscuit (Shakarkand ke biscuit),open_source_recipes
Mona034,OSR035,Raspberry Shortbread Cookies,Raspberry shortbread cookies,open_source_recipes
Mona035,OSR036,Pumpkin cookies,Pumpkin cookies ,open_source_recipes
Mona036,OSR037,Greenpea cookies,Greenpea cookies,open_source_recipes
Mona037,OSR038,Sunflower cookies,Sunflower cookies,open_source_recipes
Mona038,OSR039,Cardamom cookies,Cardamom cookies (Elaichi cookies),open_source_recipes
Mona039,OSR040,Hazelnut cookies,Hazelnut cookies,open_source_recipes
Mona040,OSR041,Milk cookies,Milk cookies,open_source_recipes
Mona041,OSR042,Cranberry cookies,Cranberry cookies,open_source_recipes
Mona042,OSR043,Olive biscuits,Olive biscuit,open_source_recipes
Mona044,OSR045,Tutti frutti biscuits,Tutti fruitti biscuit,open_source_recipes
Mona045,OSR046,Peach blueberry preserves,Peach blueberry preserves,open_source_recipes
Mona046,OSR047,Pear preserves,Pear preserves (Naashpati ka murabba),open_source_recipes
Mona047,OSR048,Starfruit preserves,Starfruit preserves ,open_source_recipes
Mona048,OSR049,Gooseberry pickle,Gooseberry pickle (Amla ka achaar),open_source_recipes
Mona049,OSR050,Lotus stem pickle,Lotus stem pickle (Kamal kakdi ka achar),open_source_recipes
Mona050,OSR051,Date pickle,Date pickle (Khajoor ka achaar),open_source_recipes
Mona051,OSR052,Garlic pickle,Garlic pickle (Lahasun ka achar),open_source_recipes
Mona052,OSR053,Mesu pickle,Fermented bamboo shoot pickle (Mesu pickle),open_source_recipes
Mona053,OSR054,Sweet peach pickle,Sweet peach pickle (Aadoo ka achaar),open_source_recipes
Mona054,OSR055,Pickled mustard greens,Pickled mustard greens ,open_source_recipes
Mona055,OSR056,Small onion pickle,Small onion pickle ,open_source_recipes
Mona056,OSR057,Green tomato pickle,Green tomato pickle (Haray tamatar ka achaar),open_source_recipes
Mona057,OSR058,Pickled cabbage,Pickled cabbage ,open_source_recipes
Mona058,OSR059,Coconut pickle,Coconut pickle (Nariyal ka aachar),open_source_recipes
Mona059,OSR060,Potato pickle,Potato pickle (Aloo ka achaar),open_source_recipes
Mona060,OSR061,Mango murabba candy,Mango murabba candy,open_source_recipes
Harleen001,OSR062,Afghani chicken,Afghani chicken,open_source_recipes
Harleen002,OSR063,Fish orly,Fish orly,open_source_recipes
Harleen003,OSR064,Hariyali fish tikka,Hariyali Fish Tikka,open_source_recipes
Harleen004,OSR065,Chicken Manchurian,Chicken manchurian,open_source_recipes
Harleen005,OSR066,Handi chicken,Handi chicken,open_source_recipes
Harleen006,OSR067,Lemon chicken,Lemon chicken,open_source_recipes
Harleen007,OSR068,Lemon butter fish,Lemon butter fish,open_source_recipes
Harleen008,OSR069,Baked Eggs in Tomato Sauce,Baked eggs in tomato sauce,open_source_recipes
Harleen009,OSR070,Egg in a Pepper,Egg in a pepper,open_source_recipes
Harleen010,OSR071,Spinach-Mushroom Scrambled Eggs,Spinach mushroom scrambled egg (Palak mushroom bhurji),open_source_recipes
Harleen011,OSR072,Corn Omelet,Corn omelette/omlet,open_source_recipes
Harleen012,OSR073,Cajun Chicken,Cajun chicken,open_source_recipes
Harleen013,OSR074,Paaner do pyaza,Paaner do pyaza,open_source_recipes
Harleen014,OSR075,Gobi Manchurian,Cabbage manchurian (Pattagobhi manchurian),open_source_recipes
Harleen015,OSR076,Gobi 65,Gobi 65,open_source_recipes
Harleen016,OSR077,Paneer Lababdar,Paneer lababdar,open_source_recipes
Harleen017,OSR078,Roasted Cauliflower Steak,Roasted cauliflower steak,open_source_recipes
Harleen018,OSR079,Sauteed Radishes with Green Beans,Sauteed radishes with green beans,open_source_recipes
Harleen019,OSR080,Garlic chutney /poondu chutney,Garlic chutney/Poondu chutney (Lahasun ki chutney),open_source_recipes
Harleen020,OSR081,Schezwan chutney,Schezwan chutney,open_source_recipes
Harleen021,OSR082,Bengal 5 Spice Blend (Panch Phoran),Bengal 5 Spice Blend (Panch Phoran),open_source_recipes
Harleen022,OSR083,Vengaya Chutney/ onion chutney,Onion chutney (Pyaaz ki chutney/Vengaya chutney),open_source_recipes
Harleen024,OSR085,Dates Chutney,Dates chutney (Khajoor ki chutney),open_source_recipes
Harleen025,OSR086,Chicken salad,Chicken salad,open_source_recipes
Harleen026,OSR087,Macaroni salad,Macaroni salad,open_source_recipes
Harleen027,OSR088,Cabbage raita,Cabbage raita (Pattagobhi raita),open_source_recipes
Harleen028,OSR089,Pomegranate raita,Pomegranate raita (Anaar ka raita),open_source_recipes
Harleen029,OSR090,Onion raita,Onion raita (Pyaaz ka raita),open_source_recipes
Harleen030,OSR091,Green chilli raita,Green chilli raita (Hari mirch ka raita),open_source_recipes
Harleen031,OSR092,Kale Salad,Kale salad,open_source_recipes
Harleen032,OSR093,Spinach and Paneer Souffle,Spinach and paneer souffle ,open_source_recipes
Harleen033,OSR094,Masala Soufflé,Masala souffle ,open_source_recipes
Harleen034,OSR095,Chicken and Cheese Souffle,Chicken and cheese souffle,open_source_recipes
Harleen035,OSR096,Tamarind chutney,Tamarind chutney (Chintapandu pachadi/Puli chutney),open_source_recipes
Harleen036,OSR097,Pav bhaji masala,Pav bhaji masala,open_source_recipes
Harleen037,OSR098,Green chutney,Green chutney,open_source_recipes
Namita001,OSR099,Sabudana-khichdi,Sago khitchdi/khichri (Sabudana khitchdi/khichri),open_source_recipes
Namita002,OSR100,Besan Chilla,Gram flour chilla/cheela (Besan chilla/cheela),open_source_recipes
Namita003,OSR101,Vegetable Namkeen Jave,Vegetable namkeen jave,open_source_recipes
Namita004,OSR102,Khakra,Khakhra,open_source_recipes
Namita005,OSR103,Pesarattu (Moong bean dosa),Moong bean dosa (Pesarattu),open_source_recipes
Namita006,OSR104,Methi thepla,Methi thepla,open_source_recipes
Namita007,OSR105,Puttu,Rice puttu (Ari puttu),open_source_recipes
Namita008,OSR106,Khura (buckwheat pancake),Buckwheat pancake (Khura),open_source_recipes
Namita009,OSR107,Quinoa khichdi,Quinoa khichdi/khichri,open_source_recipes
Namita010,OSR108,Khakhra Chaat,Khakhra chaat,open_source_recipes
Namita012,OSR110,Banana Appam,Banana appam,open_source_recipes
Namita013,OSR111,Veg Manchurian,Veg manchurian,open_source_recipes
Namita014,OSR112,Pav bhaji,Pav bhaji,open_source_recipes
Namita015,OSR113,Rice murukku,Rice murukku,open_source_recipes
Namita016,OSR114,Bhel puri,Bhel puri ,open_source_recipes
Namita017,OSR115,Rava dhokla,Semolina dhokla (Suji/Rava dhokla),open_source_recipes
Namita018,OSR116,Spicy corn chaat,Spicy corn chaat ,open_source_recipes
Namita020,OSR118,Jackfruit fritters/ ponsa mulik,Jackfruit fritters (Ponsa mulik/Kathal ka pakora),open_source_recipes
Namita021,OSR119,Banana chips,Banana chips (Kele ke chips),open_source_recipes
Namita022,OSR120,Wheat cake,Wheat cake,open_source_recipes
Namita023,OSR121,Mango cheesecake,Mango cheesecake,open_source_recipes
Namita024,OSR122,Carrot cake,Carrot cake (Gajar ka cake),open_source_recipes
Namita025,OSR123,Rava cake,Semolina cake (Suji/Rava cake),open_source_recipes
Namita026,OSR124,Ragi cake,Finger millet cake (Ragi cake),open_source_recipes
Namita027,OSR125,Honey cake,Honey cake,open_source_recipes
Namita028,OSR126,Almond cardamom cake,Almond cardamom cake (Badam elaichi cake),open_source_recipes
Namita029,OSR127,Tutti frutti cake,Tutti frutti cake,open_source_recipes
Namita030,OSR128,Ham and Bean soup,Ham and Bean soup,open_source_recipes
Namita031,OSR129,Whey soup,Whey soup,open_source_recipes
Namita032,OSR130,Lauki soup (Bottle gourd soup),Bottle gourd soup (Ghiya/Lauki soup),open_source_recipes
Namita033,OSR131,Baked potato soup,Baked potato soup,open_source_recipes
Namita034,OSR132,Pumpkin soup,Pumpkin soup,open_source_recipes
Namita035,OSR133,Sweet corn soup,Sweet corn soup,open_source_recipes
Namita036,OSR134,Paneer soup,Paneer soup,open_source_recipes
Namita037,OSR135,Curried Cauliflower soup,Curried Cauliflower soup,open_source_recipes
Namita038,OSR136,Millet soup,Millet soup,open_source_recipes
Namita039,OSR137,Lemon coriander soup,Lemon coriander soup,open_source_recipes
Namita040,OSR138,Garlic soup,Garlic soup,open_source_recipes
Namita041,OSR139,Dal makhani,Dal makhani,open_source_recipes
Namita043,OSR141,Dalma,Dalma,open_source_recipes
Namita044,OSR142,Chana Dal,Split bengal gram dal (Channa dal),open_source_recipes
Namita045,OSR143,Horsegram Dal (Kulthi Dal) ,Horsegram dal (Kulthi dal) ,open_source_recipes
Namita046,OSR144,Panchmel dal,Panchmel dal,open_source_recipes
Namita047,OSR145,Dal dhokli,Dal dhokli,open_source_recipes
Namita048,OSR146,Gujarati handvo ,Gujarati handvo ,open_source_recipes
Namita049,OSR147,Sev,Sev (Omapodi/Karapusa),open_source_recipes
Namita050,OSR148,Papdi,Papdi,open_source_recipes
Namita051,OSR151,Jowar dosa,Jowar dosa,open_source_recipes
Namita052,OSR152,Bread roll,Bread roll,open_source_recipes
Namita053,OSR153,Soya seekh kabab,Soya seekh kebab,open_source_recipes
Namita054,OSR154,Classic seasoned black beans,Classic seasoned black beans,open_source_recipes
Namita055,OSR155,Maa chaane ki dal,Maa chaane ki dal,open_source_recipes
Namita056,OSR156,Garlic chickpea soup,Garlic chickpea soup (Lahasun aur chane ka shoraba),open_source_recipes
12.12,ASC239,Shepherd's pie,Shepherd's pie (with minced meat),asc_manual
